va,0
co,1
ak,20
al,2
ar,3
vt,4
il,5
ga,6
in,7
ia,8
az,9
id,10
ct,11
nh,12
nj,13
nm,14
tx,15
la,16
nc,17
nd,18
ne,19
tn,21
ny,22
pa,23
ri,24
nv,25
wa,26
de,27
dc,28
wi,29
wv,30
hi,31
ma,37
fl,33
wy,34
me,35
md,36
ok,32
oh,38
ut,39
mo,40
mn,41
mi,42
ks,43
mt,44
ms,45
sc,46
ky,47
or,48
sd,49
